Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
25/04/2004;22.00.00;2,8;1126;347.0;13,0;1083;116.0;875;93.0;1654;955;14,8;39,5;0,6595
25/04/2004;23.00.00;2,1;978;252.0;7,0;858;102.0;1013;79.0;1379;761;14,5;42,0;0,6896
26/04/2004;00.00.00;1,1;893;66.0;3,9;703;55.0;1192;57.0;1283;515;14,1;44,9;0,7206
26/04/2004;01.00.00;0,7;838;45.0;2,2;601;33.0;1361;43.0;1220;434;14,2;45,5;0,7333
26/04/2004;02.00.00;0,4;803;36.0;1,3;527;17.0;1513;25.0;1152;369;14,1;45,3;0,7247
26/04/2004;03.00.00;0,3;775;26.0;0,8;477;;1722;;1115;335;14,0;44,3;0,7038
26/04/2004;04.00.00;;767;17.0;0,6;454;10.0;1826;17.0;1091;319;14,1;43,0;0,689
26/04/2004;05.00.00;0,4;809;21.0;1,2;521;35.0;1575;44.0;1158;378;13,9;43,9;0,6923
26/04/2004;06.00.00;0,8;898;60.0;3,4;676;70.0;1271;72.0;1307;517;14,0;43,8;0,6959
26/04/2004;07.00.00;1,9;1053;155.0;7,5;880;116.0;982;91.0;1464;786;14,4;43,6;0,7113
26/04/2004;08.00.00;2,1;1033;235.0;8,9;934;134.0;917;89.0;1490;844;15,0;41,7;0,7093
26/04/2004;09.00.00;1,4;941;89.0;5,3;780;113.0;1080;84.0;1343;720;16,3;38,4;0,7052
26/04/2004;10.00.00;1,4;941;76.0;5,4;782;110.0;1102;83.0;1328;668;18,3;32,3;0,676
26/04/2004;11.00.00;1,3;917;101.0;5,2;772;98.0;1098;78.0;1311;605;18,8;31,7;0,6821
26/04/2004;12.00.00;1,5;977;109.0;6,6;837;96.0;1038;80.0;1413;646;19,6;30,9;0,6968
26/04/2004;13.00.00;1,6;994;143.0;6,9;851;95.0;1018;75.0;1436;640;20,2;30,7;0,7176
26/04/2004;14.00.00;1,3;942;104.0;5,4;785;86.0;1065;77.0;1365;571;19,7;32,5;0,7396
26/04/2004;15.00.00;1,4;981;107.0;6,0;810;86.0;1060;77.0;1395;605;20,7;31,6;0,7602
26/04/2004;16.00.00;1,5;984;133.0;6,4;832;91.0;1034;81.0;1410;636;20,0;32,7;0,7545
26/04/2004;17.00.00;2,2;1116;171.0;10,7;1003;119.0;864;101.0;1625;886;18,6;35,4;0,7535
26/04/2004;18.00.00;3,2;1181;405.0;13,9;1114;147.0;787;119.0;1685;1032;18,3;35,9;0,7501
26/04/2004;19.00.00;3,0;1163;334.0;12,5;1068;135.0;811;111.0;1616;977;17,8;37,5;0,7568
26/04/2004;20.00.00;2,6;1081;236.0;9,3;950;124.0;907;109.0;1496;924;17,3;38,8;0,7584
26/04/2004;21.00.00;1,6;1017;99.0;6,7;842;89.0;1000;101.0;1441;846;17,3;38,8;0,7596
26/04/2004;22.00.00;1,5;966;93.0;5,3;778;79.0;1057;89.0;1359;755;16,4;40,8;0,7542
26/04/2004;23.00.00;1,2;924;82.0;4,0;709;63.0;1158;75.0;1318;610;16,0;41,4;0,7487
27/04/2004;00.00.00;0,8;861;51.0;2,2;601;39.0;1351;51.0;1225;439;15,4;43,0;0,7482
27/04/2004;01.00.00;0,7;826;41.0;1,7;560;25.0;1424;39.0;1197;402;15,7;42,5;0,7539
27/04/2004;02.00.00;0,5;846;31.0;1,6;557;19.0;1385;32.0;1212;406;15,6;43,4;0,7651
27/04/2004;03.00.00;0,5;842;41.0;1,5;545;;1423;;1224;424;15,2;45,8;0,7864
27/04/2004;04.00.00;;909;41.0;2,5;617;34.0;1236;49.0;1302;558;14,7;49,9;0,828
27/04/2004;05.00.00;0,7;930;38.0;3,3;670;58.0;1143;68.0;1339;746;15,5;47,3;0,8282
27/04/2004;06.00.00;1,4;1120;111.0;8,9;935;112.0;843;76.0;1593;1126;14,4;53,1;0,8677
27/04/2004;07.00.00;4,1;1518;584.0;23,4;1389;314.0;589;122.0;2101;1703;15,9;48,5;0,8704
27/04/2004;08.00.00;4,6;1461;633.0;23,8;1398;240.0;630;129.0;2050;1628;18,1;40,3;0,8294
27/04/2004;09.00.00;1,9;1075;145.0;7,9;896;128.0;938;94.0;1487;936;19,6;35,9;0,81
27/04/2004;10.00.00;1,9;1061;155.0;8,2;908;141.0;968;99.0;1455;890;22,8;29,1;0,796
27/04/2004;11.00.00;1,7;1066;128.0;8,8;931;118.0;979;81.0;1474;757;24,8;25,3;0,7793
27/04/2004;12.00.00;2,4;1179;255.0;14,6;1137;132.0;829;87.0;1651;949;27,2;22,0;0,7785
27/04/2004;13.00.00;3,0;1251;411.0;18,0;1238;150.0;773;107.0;1779;1109;28,2;20,4;0,7677
27/04/2004;14.00.00;2,0;1120;173.0;12,0;1048;121.0;898;95.0;1560;870;25,4;24,2;0,7733
27/04/2004;15.00.00;2,7;1187;277.0;14,8;1142;149.0;840;110.0;1651;1011;25,7;23,8;0,7737
27/04/2004;16.00.00;2,2;1145;259.0;12,5;1066;120.0;903;99.0;1592;885;27,2;22,1;0,7811
27/04/2004;17.00.00;2,9;1215;274.0;15,5;1164;155.0;817;113.0;1689;1015;27,0;22,3;0,786
27/04/2004;18.00.00;3,4;1317;377.0;17,7;1231;172.0;766;127.0;1798;1155;24,5;27,8;0,8433
27/04/2004;19.00.00;3,9;1388;457.0;21,6;1341;177.0;702;131.0;1955;1315;23,7;30,2;0,8718
27/04/2004;20.00.00;3,6;1295;555.0;18,9;1266;181.0;716;137.0;1849;1359;21,5;34,5;0,8746
27/04/2004;21.00.00;2,5;1153;279.0;12,5;1066;135.0;811;122.0;1651;1194;19,9;37,8;0,8675
27/04/2004;22.00.00;1,8;1078;137.0;8,8;932;99.0;905;100.0;1511;951;18,9;40,6;0,8771
27/04/2004;23.00.00;2,0;1133;203.0;10,9;1012;111.0;806;108.0;1608;1054;17,9;43,5;0,884
28/04/2004;00.00.00;1,3;1055;101.0;8,0;899;72.0;880;83.0;1504;980;17,4;46,3;0,9112
28/04/2004;01.00.00;1,0;953;86.0;4,4;735;54.0;999;74.0;1396;898;18,1;44,7;0,9186
28/04/2004;02.00.00;0,6;892;51.0;2,8;639;41.0;1139;64.0;1359;803;16,5;50,1;0,9331
28/04/2004;03.00.00;0,6;895;47.0;2,7;632;;1167;;1347;684;14,2;56,9;0,9141
28/04/2004;04.00.00;;859;35.0;2,2;602;24.0;1209;40.0;1321;644;14,7;56,2;0,9341
28/04/2004;05.00.00;0,5;856;33.0;2,5;619;29.0;1191;39.0;1345;677;16,3;52,8;0,9722
28/04/2004;06.00.00;1,1;1030;95.0;7,5;880;76.0;892;69.0;1539;996;13,9;60,7;0,9597
28/04/2004;07.00.00;5,5;1689;754.0;30,4;1560;321.0;529;104.0;2396;1736;15,0;58,3;0,9876
28/04/2004;08.00.00;4,2;1486;588.0;22,0;1351;274.0;571;100.0;2112;1692;16,1;54,8;0,996
28/04/2004;09.00.00;4,6;1592;658.0;24,7;1423;322.0;577;146.0;2155;2108;19,3;46,4;1,0248
28/04/2004;10.00.00;3,4;1469;372.0;18,4;1252;255.0;692;155.0;1903;1807;24,2;33,8;1,0097
28/04/2004;11.00.00;2,8;1364;386.0;16,8;1205;196.0;723;139.0;1850;1566;26,7;28,7;0,9895
28/04/2004;12.00.00;2,5;1285;333.0;14,2;1123;136.0;755;121.0;1741;1293;27,4;28,2;1,0098
28/04/2004;13.00.00;2,4;1311;293.0;15,7;1170;119.0;748;108.0;1787;1219;28,1;26,9;1,0094
28/04/2004;14.00.00;3,2;1416;511.0;21,9;1348;169.0;684;126.0;1969;1330;27,7;26,5;0,9693
28/04/2004;15.00.00;3,5;1387;559.0;20,8;1318;197.0;701;145.0;1890;1299;28,4;23,4;0,8935
28/04/2004;16.00.00;2,9;1329;375.0;16,2;1185;140.0;768;121.0;1750;1111;28,4;26,0;0,9922
28/04/2004;17.00.00;3,6;1496;509.0;19,8;1292;178.0;680;145.0;1878;1300;27,3;30,0;1,0752
28/04/2004;18.00.00;4,8;1676;790.0;28,9;1525;223.0;567;160.0;2226;1653;24,3;37,3;1,1199
28/04/2004;19.00.00;5,4;1724;816.0;28,3;1510;222.0;562;155.0;2252;1716;23,1;42,2;1,1746
28/04/2004;20.00.00;5,3;1642;804.0;24,9;1426;265.0;597;162.0;2117;1720;21,8;43,6;1,1226
28/04/2004;21.00.00;2,7;1267;332.0;13,1;1088;151.0;764;129.0;1740;1339;19,8;46,8;1,0702
28/04/2004;22.00.00;1,4;1146;156.0;8,6;923;79.0;845;96.0;1575;1166;19,6;49,8;1,1221
28/04/2004;23.00.00;1,6;1216;143.0;9,5;960;87.0;788;92.0;1662;1256;17,9;56,2;1,142
29/04/2004;00.00.00;1,5;1128;117.0;7,8;891;88.0;838;89.0;1574;1125;17,4;55,6;1,0963
29/04/2004;01.00.00;1,0;1042;84.0;5,2;772;51.0;923;61.0;1495;968;16,8;59,5;1,1269
29/04/2004;02.00.00;0,6;926;60.0;2,8;639;34.0;1115;54.0;1409;814;15,9;60,1;1,0806
29/04/2004;03.00.00;0,4;898;76.0;2,3;608;;1154;;1386;743;15,6;61,2;1,0784
29/04/2004;04.00.00;;889;40.0;2,5;617;31.0;1168;44.0;1382;758;14,6;63,4;1,0446
29/04/2004;05.00.00;0,8;959;64.0;4,4;734;76.0;1038;57.0;1470;861;13,3;67,0;1,0203
29/04/2004;06.00.00;1,5;1097;148.0;9,4;956;139.0;827;68.0;1620;1047;12,9;66,5;0,9846
29/04/2004;07.00.00;4,9;1674;635.0;29,8;1547;293.0;539;95.0;2405;1665;14,8;61,3;1,0237
29/04/2004;08.00.00;7,2;1771;1129.0;36,2;1690;368.0;461;125.0;2572;1982;16,1;56,5;1,0274
29/04/2004;09.00.00;3,5;1408;475.0;18,0;1241;250.0;648;135.0;1886;1711;18,6;47,8;1,0143
29/04/2004;10.00.00;2,1;1156;220.0;10,9;1009;145.0;875;118.0;1583;1204;23,8;30,2;0,8771
29/04/2004;11.00.00;1,5;1042;105.0;9,0;941;110.0;971;91.0;1491;871;25,4;25,0;0,7966
29/04/2004;12.00.00;2,0;1167;190.0;14,4;1128;104.0;829;89.0;1716;1040;25,6;25,5;0,8234
29/04/2004;13.00.00;3,8;1398;516.0;22,3;1360;205.0;656;129.0;2037;1439;24,9;29,9;0,9325
29/04/2004;14.00.00;3,4;1458;346.0;20,9;1321;201.0;654;122.0;2023;1516;22,4;37,9;1,016
29/04/2004;15.00.00;4,4;1554;565.0;23,1;1379;266.0;614;138.0;2151;1693;21,7;44,0;1,1242
29/04/2004;16.00.00;3,9;1495;483.0;21,2;1331;246.0;615;136.0;2069;1635;21,4;44,4;1,1176
29/04/2004;17.00.00;4,9;1560;651.0;24,8;1424;247.0;579;143.0;2176;1688;20,8;45,3;1,1016
29/04/2004;18.00.00;5,4;1664;657.0;28,6;1519;271.0;553;145.0;2312;1820;20,2;48,6;1,1354
29/04/2004;19.00.00;6,5;1761;830.0;32,6;1610;332.0;502;146.0;2488;2006;20,2;50,8;1,1924
29/04/2004;20.00.00;4,3;1524;435.0;19,2;1275;245.0;608;122.0;2046;1740;18,6;57,6;1,2233
29/04/2004;21.00.00;2,9;1398;209.0;16,3;1189;180.0;646;112.0;1931;1577;18,2;58,8;1,2173
29/04/2004;22.00.00;2,7;1342;202.0;13,7;1106;156.0;694;102.0;1856;1443;17,8;61,0;1,2352
29/04/2004;23.00.00;2,8;1433;174.0;13,6;1104;172.0;681;97.0;1876;1411;17,0;70,7;1,3554
30/04/2004;00.00.00;2,3;1297;170.0;11,1;1019;137.0;733;85.0;1823;1217;16,2;76,9;1,4051
30/04/2004;01.00.00;1,7;1179;116.0;7,6;884;91.0;830;76.0;1696;1086;15,7;78,6;1,3943
30/04/2004;02.00.00;1,2;1097;91.0;5,9;809;80.0;897;74.0;1628;1050;15,7;78,4;1,3917
30/04/2004;03.00.00;1,0;1054;71.0;5,0;761;;963;;1598;965;15,7;77,4;1,3683
30/04/2004;04.00.00;;1017;59.0;4,0;711;46.0;1009;56.0;1554;906;15,4;78,5;1,3635
30/04/2004;05.00.00;0,8;1005;48.0;4,5;738;68.0;1005;66.0;1563;917;15,7;74,7;1,3194
30/04/2004;06.00.00;1,7;1206;111.0;9,3;949;162.0;818;90.0;1771;1116;15,9;73,1;1,3136
30/04/2004;07.00.00;3,0;1458;345.0;18,3;1249;213.0;662;111.0;2033;1380;16,6;68,2;1,2737
30/04/2004;08.00.00;3,4;1405;332.0;19,9;1295;161.0;638;103.0;2065;1378;18,7;57,6;1,2323
30/04/2004;09.00.00;3,3;1381;344.0;16,6;1199;209.0;685;117.0;1970;1365;17,6;65,0;1,2945
30/04/2004;10.00.00;2,7;1315;212.0;12,6;1072;191.0;736;116.0;1833;1273;16,3;73,2;1,3458
30/04/2004;11.00.00;2,6;1332;166.0;12,9;1082;215.0;707;109.0;1889;1242;16,0;78,5;1,4209
30/04/2004;12.00.00;3,2;1362;214.0;14,9;1145;212.0;673;116.0;1973;1294;17,3;72,4;1,4125
30/04/2004;13.00.00;3,4;1399;377.0;17,4;1222;202.0;643;115.0;2061;1413;19,4;60,9;1,3545
30/04/2004;14.00.00;2,6;1310;210.0;15,4;1160;153.0;695;94.0;1939;1224;21,4;50,9;1,2823
30/04/2004;15.00.00;3,4;1399;265.0;16,7;1201;185.0;699;121.0;1971;1318;22,7;45,8;1,2465
30/04/2004;16.00.00;4,0;1524;365.0;18,0;1239;210.0;644;114.0;2139;1404;20,9;60,8;1,4852
30/04/2004;17.00.00;4,5;1487;454.0;19,2;1274;215.0;641;110.0;2133;1471;21,0;54,3;1,3353
30/04/2004;18.00.00;4,2;1480;460.0;21,0;1324;215.0;622;122.0;2162;1623;20,8;54,4;1,3194
30/04/2004;19.00.00;5,7;1626;642.0;26,9;1476;281.0;555;135.0;2356;1786;19,8;58,6;1,3392
30/04/2004;20.00.00;4,4;1449;501.0;19,5;1282;254.0;625;133.0;2100;1569;19,1;61,1;1,3345
30/04/2004;21.00.00;3,1;1363;234.0;15,1;1152;189.0;684;110.0;1951;1495;18,2;65,4;1,3529
30/04/2004;22.00.00;3,0;1371;212.0;14,6;1136;174.0;689;102.0;1927;1471;18,1;66,1;1,3579
30/04/2004;23.00.00;3,1;1406;275.0;13,7;1107;167.0;718;108.0;1872;1384;17,7;66,9;1,3422
01/05/2004;00.00.00;3,5;1425;275.0;15,2;1155;185.0;709;110.0;1936;1789;17,8;66,8;1,346
01/05/2004;01.00.00;2,4;1179;;9,3;951;129.0;826;84.0;1724;1323;17,3;68,3;1,3346
01/05/2004;02.00.00;1,6;1047;;6,5;833;85.0;939;71.0;1647;1081;16,5;70,2;1,3099
01/05/2004;03.00.00;1,3;1009;;6,3;825;;950;;1629;938;15,7;73,1;1,2902
01/05/2004;04.00.00;;882;;3,5;685;35.0;1134;42.0;1492;673;16,2;69,9;1,2756
01/05/2004;05.00.00;0,6;858;;2,6;624;24.0;1205;32.0;1434;543;16,7;67,1;1,2619
01/05/2004;06.00.00;0,7;875;;3,1;659;30.0;1180;35.0;1452;561;16,7;66,9;1,2631
01/05/2004;07.00.00;1,2;1012;;6,5;833;75.0;916;67.0;1632;862;16,9;66,5;1,2688
01/05/2004;08.00.00;1,5;1049;;6,5;836;79.0;926;73.0;1615;901;17,7;62,0;1,2458
01/05/2004;09.00.00;1,8;1131;;8,8;932;104.0;854;86.0;1693;1048;19,4;54,6;1,2184
01/05/2004;10.00.00;2,1;1120;;8,8;931;118.0;886;89.0;1652;971;21,6;46,1;1,1725
01/05/2004;11.00.00;1,9;1117;;9,2;946;105.0;909;86.0;1657;915;24,6;36,7;1,1202
01/05/2004;12.00.00;2,0;1110;;9,2;948;101.0;901;86.0;1632;891;26,0;31,9;1,0566
01/05/2004;13.00.00;1,3;962;;6,1;816;65.0;1044;66.0;1489;628;25,6;31,5;1,0184
01/05/2004;14.00.00;1,3;963;;6,5;835;59.0;1029;68.0;1495;556;24,8;34,8;1,0716
01/05/2004;15.00.00;1,8;1050;;9,2;948;80.0;928;82.0;1584;652;26,1;30,3;1,0101
01/05/2004;16.00.00;2,0;1053;;8,3;911;98.0;949;91.0;1603;683;25,5;33,5;1,0767
01/05/2004;17.00.00;1,8;1045;;8,3;910;89.0;948;95.0;1598;624;23,7;37,2;1,0746
01/05/2004;18.00.00;2,4;1124;;11,0;1013;114.0;849;104.0;1676;733;22,3;38,9;1,0324
01/05/2004;19.00.00;4,0;1330;;14,7;1140;195.0;759;131.0;1780;1062;20,7;42,8;1,0298
01/05/2004;20.00.00;2,8;1171;;10,8;1006;156.0;835;112.0;1674;988;19,0;51,7;1,1222
01/05/2004;21.00.00;2,0;1085;;9,4;954;109.0;866;100.0;1656;871;17,8;55,5;1,1174
01/05/2004;22.00.00;3,6;1358;;14,8;1144;184.0;727;115.0;1851;1243;17,4;57,6;1,1342
01/05/2004;23.00.00;3,7;1385;;13,3;1094;190.0;765;129.0;1769;1175;17,6;58,5;1,1645
02/05/2004;00.00.00;2,3;1167;;8,4;914;105.0;876;99.0;1599;1126;17,2;59,3;1,1551
02/05/2004;01.00.00;1,8;1072;;7,9;894;76.0;893;74.0;1646;1118;17,1;60,4;1,1633
02/05/2004;02.00.00;0,9;938;;5,5;789;38.0;989;55.0;1536;864;16,4;62,2;1,1507
02/05/2004;03.00.00;1,6;1000;;6,6;838;;910;;1580;942;14,8;67,6;1,1352
02/05/2004;04.00.00;;854;;3,3;670;26.0;1141;35.0;1460;684;14,8;65,8;1,1028
02/05/2004;05.00.00;0,6;815;;2,6;628;33.0;1212;37.0;1426;689;14,7;65,2;1,0811
02/05/2004;06.00.00;0,7;866;;3,6;689;57.0;1138;45.0;1456;767;13,1;70,2;1,0554
02/05/2004;07.00.00;0,8;911;;4,8;751;48.0;1036;46.0;1518;817;14,3;66,2;1,0728
02/05/2004;08.00.00;1,2;988;;5,9;806;87.0;951;68.0;1568;940;16,0;61,6;1,1083
02/05/2004;09.00.00;1,4;1046;;6,9;851;94.0;920;77.0;1595;908;17,7;56,4;1,1342
02/05/2004;10.00.00;1,6;1085;;8,5;918;89.0;890;79.0;1639;871;21,3;44,7;1,1157
02/05/2004;11.00.00;1,3;1008;;6,1;816;78.0;1015;72.0;1531;689;23,6;36,4;1,0431
02/05/2004;12.00.00;1,3;1004;;6,2;821;72.0;1031;68.0;1510;629;24,3;34,0;1,0149
02/05/2004;13.00.00;1,1;948;;4,8;754;64.0;1086;64.0;1436;602;24,4;32,7;0,9863
02/05/2004;14.00.00;1,2;1026;;6,8;847;70.0;1010;73.0;1519;617;24,6;31,7;0,9647
02/05/2004;15.00.00;1,5;1047;;7,0;859;92.0;948;84.0;1538;677;23,9;34,3;1,002
02/05/2004;16.00.00;1,1;1018;;5,5;790;69.0;1047;67.0;1443;580;25,9;28,1;0,9258
02/05/2004;17.00.00;1,9;1160;;9,5;957;131.0;884;106.0;1637;861;24,5;32,3;0,9815
02/05/2004;18.00.00;2,3;1269;;11,9;1047;144.0;809;114.0;1721;1080;22,6;39,3;1,06
02/05/2004;19.00.00;3,3;1394;;13,8;1111;209.0;736;123.0;1853;1288;21,2;47,5;1,1828
02/05/2004;20.00.00;2,6;1292;;10,7;1003;170.0;789;108.0;1753;1163;19,9;54,9;1,2632
02/05/2004;21.00.00;2,2;1212;;9,7;966;152.0;840;100.0;1691;1043;19,4;52,1;1,1642
02/05/2004;22.00.00;2,3;1137;;10,2;985;171.0;858;118.0;1607;1045;19,4;42,6;0,9485
02/05/2004;23.00.00;2,0;1080;;8,3;910;153.0;923;121.0;1548;929;19,1;44,1;0,966
03/05/2004;00.00.00;1,6;1031;;7,1;861;97.0;903;94.0;1534;825;18,0;49,3;1,0086
03/05/2004;01.00.00;0,8;917;;3,0;654;37.0;1169;52.0;1414;545;17,6;54,6;1,0918
03/05/2004;02.00.00;0,6;888;;2,2;598;26.0;1228;39.0;1397;500;16,4;62,1;1,1493
03/05/2004;03.00.00;0,4;872;;1,7;564;;1284;;1385;494;15,6;65,3;1,1484
03/05/2004;04.00.00;;876;;1,5;547;25.0;1256;33.0;1351;505;16,0;61,4;1,1043
03/05/2004;05.00.00;0,7;964;;3,7;697;61.0;1067;57.0;1516;717;15,8;64,3;1,1416
03/05/2004;06.00.00;1,3;1147;;8,2;906;152.0;815;80.0;1687;1126;16,0;65,8;1,1844
03/05/2004;07.00.00;3,4;1493;;21,1;1328;283.0;577;101.0;2193;1597;16,8;62,5;1,1869
03/05/2004;08.00.00;4,7;1597;;26,5;1466;320.0;518;109.0;2400;1687;16,9;66,1;1,2613
03/05/2004;09.00.00;3,4;1483;;17,4;1222;318.0;597;109.0;2054;1529;17,4;68,9;1,3557
03/05/2004;10.00.00;2,5;1222;;12,9;1080;201.0;742;111.0;1755;1366;21,4;45,0;1,1291
03/05/2004;11.00.00;2,0;1060;;10,9;1010;135.0;858;102.0;1623;1074;23,9;30,7;0,9002
03/05/2004;12.00.00;1,9;1048;;11,0;1013;127.0;886;96.0;1584;940;26,8;25,2;0,8721
03/05/2004;13.00.00;1,7;1051;;10,8;1008;102.0;911;90.0;1561;921;28,4;23,6;0,8983
03/05/2004;17.00.00;3,9;1491;;23,6;1392;190.0;630;128.0;2149;1473;26,4;34,6;1,1724
03/05/2004;18.00.00;4,2;1467;;23,3;1385;192.0;623;130.0;2084;1493;24,9;39,4;1,2268
03/05/2004;19.00.00;3,7;1407;;19,4;1279;163.0;660;120.0;2009;1308;23,5;43,7;1,2484
03/05/2004;20.00.00;3,2;1324;;13,1;1086;149.0;692;113.0;1903;1189;19,3;63,1;1,4028
03/05/2004;21.00.00;2,0;1214;;9,8;970;119.0;777;100.0;1771;1076;18,7;64,6;1,3836
03/05/2004;22.00.00;1,1;1016;;5,3;780;61.0;967;70.0;1566;806;19,5;57,1;1,2806
03/05/2004;23.00.00;1,5;1135;;6,7;842;84.0;872;83.0;1653;973;18,9;62,5;1,3521
04/05/2004;00.00.00;1,3;1065;;5,5;789;79.0;936;81.0;1620;929;18,4;65,8;1,3802
04/05/2004;01.00.00;1,0;999;;3,7;692;58.0;1038;69.0;1588;778;16,4;79,2;1,4681
04/05/2004;02.00.00;0,6;911;;2,2;599;32.0;1189;48.0;1517;633;16,1;80,0;1,4562
04/05/2004;03.00.00;0,4;873;;1,5;545;;1308;;1471;497;15,6;81,0;1,4302
04/05/2004;04.00.00;;881;;1,5;546;21.0;1335;28.0;1465;458;15,6;81,0;1,4216
04/05/2004;05.00.00;0,6;967;;2,9;646;49.0;1117;47.0;1552;579;15,7;80,5;1,4236
04/05/2004;06.00.00;1,9;1280;;9,9;976;180.0;780;88.0;1912;1003;16,0;80,8;1,4602
04/05/2004;07.00.00;4,5;1564;;23,0;1379;302.0;552;109.0;2306;1393;16,6;78,0;1,4572
04/05/2004;08.00.00;4,3;1505;;22,3;1358;258.0;556;113.0;2248;1406;16,1;79,2;1,4398
04/05/2004;09.00.00;3,2;1309;;16,2;1186;192.0;649;104.0;1973;1308;17,7;70,8;1,4171
04/05/2004;10.00.00;1,3;1035;;7,9;895;84.0;898;65.0;1657;863;20,3;54,8;1,2867
04/05/2004;11.00.00;2,2;1148;;12,4;1062;128.0;753;87.0;1825;1004;21,2;49,3;1,2271
04/05/2004;12.00.00;2,6;1152;;13,6;1104;145.0;725;99.0;1860;1023;21,5;47,9;1,2178
04/05/2004;13.00.00;2,3;1131;;12,3;1059;132.0;772;100.0;1784;978;21,4;47,7;1,2047
04/05/2004;14.00.00;2,4;1142;;12,1;1053;136.0;753;105.0;1814;979;20,4;54,0;1,2757
04/05/2004;15.00.00;2,6;1197;;12,9;1082;140.0;753;97.0;1851;971;19,9;57,1;1,3158
04/05/2004;16.00.00;1,2;960;;6,3;828;55.0;971;54.0;1565;617;19,9;55,2;1,2701
04/05/2004;17.00.00;1,6;1077;;10,6;1001;67.0;836;59.0;1764;717;19,5;55,7;1,2512
04/05/2004;18.00.00;3,9;1377;;20,6;1313;191.0;612;109.0;2120;1220;18,3;62,8;1,3127
04/05/2004;19.00.00;4,7;1405;;22,1;1353;227.0;602;125.0;2185;1296;17,2;68,3;1,3289
04/05/2004;20.00.00;5,4;1484;;20,8;1319;264.0;591;132.0;2166;1413;16,1;75,2;1,3654
04/05/2004;21.00.00;3,0;1187;;11,8;1042;196.0;766;110.0;1840;1093;16,6;70,8;1,3253
04/05/2004;22.00.00;0,9;870;;4,3;729;43.0;1096;53.0;1475;586;18,5;56,0;1,181
04/05/2004;23.00.00;1,1;932;;5,0;765;58.0;1054;61.0;1543;575;17,3;59,5;1,1667
05/05/2004;00.00.00;0,7;830;;2,3;608;33.0;1282;41.0;1370;441;18,6;52,3;1,1121
05/05/2004;01.00.00;0,5;778;;1,4;534;14.0;1480;22.0;1294;358;19,0;49,8;1,0831
05/05/2004;02.00.00;0,5;820;;1,5;541;18.0;1450;28.0;1360;377;15,7;64,5;1,14
05/05/2004;03.00.00;0,5;842;;1,8;565;;1327;;1399;437;15,5;66,9;1,1691
05/05/2004;04.00.00;;867;;2,1;589;28.0;1267;41.0;1439;468;14,7;74,1;1,2302
05/05/2004;05.00.00;0,8;927;;3,5;682;56.0;1109;54.0;1526;580;14,6;77,1;1,2727
05/05/2004;06.00.00;1,3;1060;;6,9;851;108.0;912;81.0;1673;805;14,5;78,3;1,2851
05/05/2004;07.00.00;3,5;1440;;19,1;1271;251.0;630;107.0;2163;1273;15,1;76,8;1,3061
05/05/2004;08.00.00;;1449;;22,0;1350;;571;;2264;1452;16,4;70,8;1,3088
05/05/2004;09.00.00;3,9;1384;;18,9;1265;255.0;620;124.0;2143;1307;16,4;72,4;1,3379
05/05/2004;10.00.00;2,9;1172;;13,0;1085;214.0;737;123.0;1876;1102;16,3;68,6;1,2657
05/05/2004;11.00.00;2,6;1143;;13,0;1083;190.0;735;120.0;1887;1083;17,2;62,9;1,2228
05/05/2004;12.00.00;3,0;1167;;14,5;1134;182.0;709;113.0;1920;1083;17,4;61,1;1,206
05/05/2004;13.00.00;3,7;1303;;19,7;1288;202.0;618;114.0;2116;1236;16,8;66,8;1,2691
05/05/2004;14.00.00;3,9;1264;;19,4;1279;224.0;631;120.0;2049;1223;17,3;62,6;1,226
05/05/2004;15.00.00;3,5;1242;;16,4;1193;221.0;684;125.0;1945;1175;17,5;60,8;1,2029
05/05/2004;16.00.00;2,4;1070;;11,2;1022;126.0;824;88.0;1740;933;17,5;59,2;1,1725
05/05/2004;17.00.00;1,6;981;;10,0;978;79.0;857;72.0;1682;835;17,7;56,9;1,1392
05/05/2004;18.00.00;3,0;1198;;14,6;1136;137.0;717;103.0;1870;1291;17,1;61,5;1,1873
05/05/2004;19.00.00;1,6;1000;;8,5;918;68.0;881;67.0;1661;802;17,5;63,9;1,2667
05/05/2004;20.00.00;2,1;1110;;9,2;949;96.0;850;79.0;1733;842;15,9;70,7;1,2672
05/05/2004;21.00.00;1,8;1023;;6,9;854;111.0;918;89.0;1637;744;15,1;75,1;1,2799
05/05/2004;22.00.00;1,1;861;;3,7;695;56.0;1130;67.0;1438;500;13,9;72,5;1,1502
05/05/2004;23.00.00;1,5;969;;4,9;760;81.0;1059;83.0;1518;560;12,0;79,8;1,1175
06/05/2004;00.00.00;1,4;898;;4,6;741;79.0;1085;76.0;1468;589;12,5;75,8;1,0938
06/05/2004;01.00.00;0,9;835;;3,4;674;46.0;1201;58.0;1416;488;12,0;75,0;1,0499
06/05/2004;02.00.00;0,5;766;;1,2;523;19.0;1534;30.0;1310;387;12,6;72,2;1,0503
06/05/2004;03.00.00;0,4;743;;1,0;502;;1635;;1292;355;12,7;71,6;1,0486
06/05/2004;04.00.00;;758;;1,2;517;15.0;1625;22.0;1294;351;13,1;67,1;1,0079
